ItemID,Sentiment,SentimentText
1308,Positive, i am very happy today! and i don't why?      
18672,Positive,: having Union BBQ today and we are expecting to have another beautiful day in Toronto.  Listening to Viva La Vida Coldplay.  
18942,Negative,@_agnessss 
22830,Negative,@a_masters which one? 
29031,Negative,@accordingtonina I wasn't too overly impressed with much on there though 
52355,Negative,@AsianPersuazion what u got in mind for lunch? Cuz I'm hungry too!  need to get something eat..
23920,Positive,@1indienation can you play Funky house??? 
32458,Positive,@Alicia_AH Wish you to have a great night and fun with your friends! Let me know what movies you watched. Kiss 
389,Positive, @THEDIAMONDCOACH  Im sure he'd love that LOL
28647,Positive,@abmin Haha. Biase biase je  Years of singing in the toilet ;p
73265,Negative,@CanCandy huft .. im tired too .. Our teacher not cAre aBout us 
3212,Negative, iÂ´m soo sad .. i want somebody to love me to be a real gentalmen not like my last boyfriend iÂ´mm soo sadd ... (L)
93560,Positive,@bbcott i miss you too.  ill be back in a couple months. 
44997,Positive,@anniesalness My pleasure  Look forward to your tweets. Love your work !
57196,Negative,@beccashoemaker oh no!  
92698,Negative,@chrismiller38 but we won't have a computer for a week after tonight   
7654,Positive,#mscosconf Slide-free lightning talk wasn't planned as slide-free. Went OK anyhow 
12186,Negative,*chillin and not feelin so good... 
72999,Positive,"@CanadaBanana You also sent me a bunch of &quot;pass a drink&quot; requests, or something like that. R u sure u didn't down shots while on FB? "
77732,Positive,@causeimrossome sweet 
40573,Positive,@amerkins o yeaaa ! He is happy to be w his wife and son again ! And pain free 
18362,Positive,@_esquiva @_esquiva 've just managed to get through for Diversity just keep hitting that redial 
97833,Positive,@CollingsA in the words of @EdwynCollins 'it's the truly detestable summer festival' 
45341,Positive,@AlieB34 I am too very much 
82650,Negative,@cherryrae That happens to me ALL. THE. TIME. it's the worst! 
11181,Negative,((((((( NOOOOO! VMK UNLEASHED CLOSED!!!  anyways i cant put updates on cpt cuz i got grounded! (im sneaking on it!)
20309,Negative,@ tha barbershop hungry as hellllll..sumbody shud bring me sum10 2 eat 
7638,Negative,#MilehighBrowncoats next year get a bigger goddamn venue- like Red Rocks- this is the 2nd year I've been sold out 
51644,Positive,"@ashleynicole13 hey, actually I just switched to oranges!  lol   Have fun!  "
898,Negative, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better
12757,Positive,&quot;Everything worth living for is there in eyes&quot; 
92429,Negative,@coltonlittle I don't know...but I wish it would go away! 
34039,Positive,@aizeee grabe 10 years ang reply mo. haha! musta? i miss you!! see you in august? 
30901,Positive,@Adrienne_Bailon &quot;Weak&quot; is the jam! 
73936,Positive,@AnnaLynneMc I seriously think that I can watch that show unlimited! It's just that damn good! 
41943,Negative,@andrewhellmich at this point you will have to drive them down yourself 
15805,Negative,"*YAAAWN* Stayed up too late last night, still gotta work &amp; get up super early tomorrow  "
49444,Negative,@ashleyluvsjbvfc  check my status on fb
65722,Negative,@Blake_Rains  well then i guess you dont FOLLOW them then.. dummy........ just follow people you wanna kno stuff about
97854,Positive,@ColonelJack I always miss ya when you're gone.  
96909,Negative,"@clueaday Wondered where #167 was only to realise I missed it, there's the hat-trick gone  MISIDENTIFY"
15345,Positive,*MUM called* 
1945,Negative, getting ready for work ....  def should have stayed in last night 
34824,Positive,@akeelyou stop being mean to each other. you guys are better than that 
16729,Negative,:o Perez Hilton met Taylor Lautner!!  muahaha I love Taylor!! *sigh* wish I was there  Meeting him too...a girl can dream right? ;)
12897,Negative,*wishes she had $2000 to go to IMC 
11518,Positive,&quot;you belong with me&quot;- music says the words we cannot 
83193,Positive,@chicalit @radha_ thank you girls... shall hopefully be back soon 
40682,Positive,@Amish_roadkill I don't know... I'm pretty fucking amazing at everything I put my hands and mind to. 
15447,Positive,".@TraceyMmm hahaha!! it's *my* idea, my hashtag!! i stole it from a pub in Fortitude Valley  #NoUndiesSunday"
64077,Positive,"@BookThingo I was eating hazelnut, and tiramisu gelati today. By the seaside. in the warm sunshine. Feel jealous? "
42424,Negative,"@andyhart i'll give it 10 mins before i'm bored of it, but the grey was so boring "
10606,Negative,#ipod restore apparently takes forever. #failure ! 
68209,Negative,@amypalko Really looking forward to tonight.  Hope I can sneak in a 45 minute nap after work though   Knackered.
92830,Positive,@chrisrosa We're working on it mate! 
52461,Positive,@avins - Thanks! We already did that today  #charity
24354,Positive,"@acaciaO @tiffany hey, I'm all about you guys starting my fanclub. "
84573,Negative,"@ChreeesDunn Aww pooby! When it says that, I'm sure it means it's on its way though. Cause it's no longer in the 'packing' stage. I dunno "
12185,Negative,"*CFL pre_season football tonight, however, there is no #pro~line# betting untill the regular schedule starts,  , "
26161,Positive,@5toSucceed girls are precious. Treat them like a queen. 
12489,Negative,"*sigh* I sang a song, and no one liked it. "
68706,Negative,@bsbmom98 @bsbmom98 thnx I'd love to come but the thing is that I can't  thnks anyway ;p
33721,Positive,@allaboutenergy Thanks for the b'day wishes! You are one of my favorite positive people 
76336,Negative,@antVE Seriously? That hurts a little to know Andrew is doing that  Bring back TREOS
25674,Positive,@adamzarlengo thanks!  rock on!!  
84887,Negative,"@CBDuhh LoL big head!! Wats good, and U tryna ride out for me? Lmfao and bbq lookin like postponed..........  fucken weather drains pipe"
45866,Negative,@apallo28 I seriously started crying when I watched the footage  Stupid DEC.
53180,Negative,"@AtiaAbawi ...argh, 130am "
57408,Negative,"@AMorZan Hmm, well, i would give you a cookie but i don't have one either. sorry. "
37728,Negative,@AmandaPursell sorry bout your luck 
91800,Negative,@BANANARCHY empires is the only band/song/thing that just will not upload on that site. 
72432,Negative,@brigittepicot @brigittepicot hahaha. u girls can afford to eat at any time lor! not fat like me!!! i had congee for lunch 
86801,Positive,"@christinaaaaa commeeeee, follow me  YOU ARE MY STALKER."
33680,Positive,@ainhoa_88 welcome to twitter 
13032,Positive,*yawns* I'm gonna go take a nap... back in a while 
94693,Positive,@CourtneyCummz Miss you too babe. Am I gona see you at Erotica? Loads of kisses 
32789,Negative,@agstoutp my sister's friend is at a JB concert and she doesnt even like them!! And i love them and i cant go to one! 
67188,Positive,@BrJacob thanks so much--much appreciated!!!   
90852,Negative,@badingding oh  shame lol
79779,Positive,"@CandiceRenae i dig it... :-\ for the bx, but u cool..lol. All falls down was tuff, and Stacy Dash in the vid made it perfecto "
35434,Negative,"@Albors ...I love you Gaby, Gaby* I miss my friend "
25189,Positive,@adalinelau I hope you didn't faint INSIDE the pool?! Feed yourself! 
83500,Positive,"@aslagle28  Thank you, AL! I Know that place.  I always go to Kawasaki to see the movies. "
58760,Negative,@BeckyBuckwild  I think that time might be the only thing that will really help. But treating urself def won't hurt...
96596,Negative,@Cliche_Guevara1 I hate brain freeze  feels like your brain is freezing (durr) haha
48013,Negative,@armourforvictor hell fucking ya!! 
88527,Negative,"@cindykcruz : Your not alone, I do not know what follow friday is either? "
73712,Positive,@annaa92   Don't you mean &quot;People&quot;... Not &quot;peaple&quot;.. Sorry my Mom is a Teacher... 
22812,Positive,@10TheDoctor10 That is alright. I have loads of fun anyways 
12713,Negative,"*sigh* awake too late, don't want to get up and study "
64719,Negative,@bradiewebbstack pls reply to me. plss 
14785,Positive,...you get those lovely things you bought and Cancer Schmancer benefits too! It'sa win-win! 
70466,Negative,@BRENCALDERON i want to meet my nephew so bad! 
46180,Positive,"@allensjk @jakeron i will also take a look at it.... just like the other &quot;tips&quot; i just got, thanks "
89658,Negative,@CheyennePaige CeCe  I don't wanna give my phone back!
62345,Positive,@Black_Panter cool 
56653,Negative,@BarackObama please say something about iran in ur tweets or speeches 
44396,Positive,@AnnieBagLady have a loverly time! 
28473,Positive,@abetson I'm sitting here having some Bulmers pear lad .. you can't beat it 
47943,Negative,"@arliiiiina =D Yes.   Oh.. 	 They have done a show in Brazil, but I was not.  D: What other bands you like?"
57101,Negative,@bashywah minjolt ah  inda dpt di buka arah facebook. akukan main game. (((((((((((((((((((((((((((((((((((((((((((((((((((((
53843,Negative,@BAC18 i did that last week by myselfff. sucks mann 
86948,Positive,@christopherames okay! 
93490,Negative,@christinean now im just sad 
50255,Positive,@amarjyoti from the airport yes 
76265,Negative,@carverm04 we better do a wednesday or thursday this week!!.....I almost didnt make it last week 
68806,Negative,@bsheepies   Want a band-aid?  Or a cookie?  There are lots of cookies.  Vodka?
78542,Negative,"@cdnbelle That's cool, I'm still at home. Did nothing today, getting ready to possibly go to Graham's new place. He says I'm distracting "
82155,Positive,@ashleygib YAYYY!!!!!!!!!!  I'm glad you liked it!  
14573,Positive,...had a great time last night with good friends. Heading to my store early to work on my jewelryeidoscopes: http://tinyurl.com/cwphmb 
12401,Negative,*menirukan brody dale* this is this the city the city of angel all i see..trnyata suaranya lebih mirip mbah surip 
41399,Positive,@anabear I agree!! Hopefully it will be better tonight 
62161,Negative,@BittenbyBooks 12 books by L.A. Banks are at Storycasting - but she's never come and cast  
93235,Positive,"@conpcom too many Germï¿½n rodrï¿½guez's results. Which one are you?  I mean, how do you look like in your profile picture?"
65205,Positive,@breakall oh good  I'm a huge fan of musicals but I get that most guys hate them. It's all good
52567,Positive,@asmithrainey Have you heard of KT Tape? Could be a great solution for your knee. If it works tell your friends  http://is.gd/wipW
69135,Positive,@buckhollywood hmm...  Try and google it 
63116,Positive,"@BlondeByDesign Nice to meet you, Sounds like you need to sit back and relax a bit and take it easy "
33804,Positive,"@airelav2 the actual reception was today, the dinner was last night, i call shenanigans but it could have been worse "
33300,Negative,@aicirreK @dj_am posted the same sad face 
8874,Positive,&lt;3 alayellow 
29117,Negative,"@aceofsabres Apparently the iPhone still likes to fuck with my dyslexia, that should have been 'Dragons' "
33866,Positive,@allestrawberry ti-am recomandat si eu 
69728,Negative,@Bunniiboo hahahahahhaha! Dr. Hibert! I miss The Simpsons! 
2967,Negative, I need a trophy shelf. We have too many for the top of the dvd shelf.
88206,Negative,@AyeUpLaura lmfao aww thats unlucky  well u better hurry up and recover as i vote u go and get pissed 2nite and 2moz lol
35504,Positive,"@alderina owh, owkay. thx a bunch for the info. "
13416,Negative,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed 
24351,Negative,@AC_Jason I was saving my son from falling down the five stairs that go up to the bedrooms. I may be superwoman but I'm not invinsible. 
89599,Negative,@clanlextine it really is... 
92697,Positive,@chrisMibacache yesss! they taste real good  lol okkies
44095,Positive,@AnnelieSch26 LMAO....I'm sure he'll be fine!  He probably has a team to do everything from brush his teeth to tie his shoes....LOL
