Sentiment,CleanedText
Positive,"['union', 'bbq', 'today', 'expect', 'another', 'beautiful', 'day', 'toronto', 'listen', 'viva', 'la', 'vida', 'coldplay']"
Negative,[]
Negative,['one']
Negative,"['wasnt', 'overly', 'impressed', 'much', 'though']"
Negative,"['u', 'get', 'mind', 'lunch', 'cuz', 'im', 'hungry', 'need', 'get', 'something', 'eat']"
Positive,"['play', 'funky', 'house']"
Positive,"['wish', 'great', 'night', 'fun', 'friend', 'let', 'know', 'movie', 'watch', 'kiss']"
Positive,"['im', 'sure', 'hed', 'love', 'lol']"
Positive,"['haha', 'biase', 'biase', 'je', 'year', 'sing', 'toilet']"
Negative,"['huft', 'im', 'tire', 'teacher', 'care', 'u']"
Negative,"['im', 'soo', 'sad', 'want', 'somebody', 'love', 'real', 'gentalmen', 'like', 'last', 'boyfriend', 'imm', 'soo', 'sadd', 'l']"
Positive,"['miss', 'ill', 'back', 'couple', 'month']"
Positive,"['pleasure', 'look', 'forward', 'tweet', 'love', 'work']"
Negative,['oh']
Negative,"['wont', 'computer', 'week', 'tonight']"
Positive,"['slidefree', 'lightning', 'talk', 'wasnt', 'plan', 'slidefree', 'go', 'ok', 'anyhow']"
Negative,"['chillin', 'feelin', 'good']"
Positive,"['also', 'sent', 'bunch', 'quota', 'drinkquot', 'request', 'something', 'like', 'r', 'u', 'sure', 'u', 'didnt', 'shot', 'fb']"
Positive,['sweet']
Positive,"['yeaaa', 'happy', 'w', 'wife', 'son', 'pain', 'free']"
Positive,"['manage', 'get', 'diversity', 'keep', 'hit', 'redial']"
Positive,"['word', 'truly', 'detestable', 'summer', 'festival']"
Positive,['much']
Negative,"['happens', 'time', 'bad']"
Negative,"['nooooo', 'vmk', 'unleashed', 'close', 'anyways', 'cant', 'put', 'update', 'cpt', 'cuz', 'get', 'ground', 'im', 'sneak']"
Negative,"['tha', 'barbershop', 'hungry', 'hellllllsumbody', 'shud', 'bring', 'sum', 'eat']"
Negative,"['next', 'year', 'get', 'big', 'goddamn', 'venue', 'like', 'red', 'rock', 'nd', 'year', 'ive', 'sell']"
Positive,"['hey', 'actually', 'switch', 'orange', 'lol', 'fun']"
Negative,"['dont', 'dat', 'jst', 'tell', 'em', 'suck', 'ur', 'dyck', 'always', 'make', 'feel', 'well']"
Positive,"['quoteverything', 'worth', 'living', 'eyesquot']"
Negative,"['dont', 'knowbut', 'wish', 'would', 'go', 'away']"
Positive,"['grabe', 'year', 'ang', 'reply', 'mo', 'haha', 'musta', 'miss', 'see', 'august']"
Positive,"['quotweakquot', 'jam']"
Positive,"['seriously', 'think', 'watch', 'show', 'unlimited', 'damn', 'good']"
Negative,"['point', 'drive']"
Negative,"['yaaawn', 'stayed', 'late', 'last', 'night', 'still', 'gotta', 'work', 'amp', 'get', 'super', 'early', 'tomorrow']"
Negative,"['check', 'status', 'fb']"
Negative,"['well', 'guess', 'dont', 'follow', 'dummy', 'follow', 'people', 'wanna', 'kno', 'stuff']"
Positive,"['always', 'miss', 'ya', 'youre', 'go']"
Negative,"['wonder', 'realise', 'miss', 'there', 'hattrick', 'go', 'misidentify']"
Positive,"['mum', 'call']"
Negative,"['get', 'ready', 'work', 'def', 'stayed', 'last', 'night']"
Positive,"['stop', 'mean', 'guy', 'well']"
Negative,"['perez', 'hilton', 'met', 'taylor', 'lautner', 'muahaha', 'love', 'taylor', 'sigh', 'wish', 'meeting', 'tooa', 'girl', 'dream', 'right']"
Negative,"['wish', 'go', 'imc']"
Positive,"['quotyou', 'belong', 'mequot', 'music', 'say', 'word', 'cannot']"
Positive,"['thank', 'girl', 'shall', 'hopefully', 'back', 'soon']"
Positive,"['dont', 'know', 'im', 'pretty', 'fuck', 'amaze', 'everything', 'put', 'hand', 'mind']"
Positive,"['hahaha', 'idea', 'hashtag', 'stole', 'pub', 'fortitude', 'valley']"
Positive,"['eat', 'hazelnut', 'tiramisu', 'gelati', 'today', 'seaside', 'warm', 'sunshine', 'feel', 'jealous']"
Negative,"['ill', 'give', 'min', 'im', 'bore', 'grey', 'boring']"
Negative,"['restore', 'apparently', 'take', 'forever']"
Negative,"['really', 'look', 'forward', 'tonight', 'hope', 'sneak', 'minute', 'nap', 'work', 'though', 'knackered']"
Positive,"['work', 'mate']"
Positive,"['thanks', 'already', 'today']"
Positive,"['hey', 'im', 'guy', 'start', 'fanclub']"
Negative,"['aww', 'pooby', 'say', 'im', 'sure', 'mean', 'way', 'though', 'cause', 'longer', 'pack', 'stage', 'dunno']"
Negative,"['cfl', 'pre', 'season', 'football', 'tonight', 'however', 'line', 'bet', 'untill', 'regular', 'schedule', 'start']"
Positive,"['girl', 'precious', 'treat', 'like', 'queen']"
Negative,"['sigh', 'sang', 'song', 'one', 'like']"
Negative,"['thnx', 'id', 'love', 'come', 'thing', 'cant', 'thnks', 'anyway']"
Positive,"['thanks', 'bday', 'wish', 'one', 'favorite', 'positive', 'people']"
Negative,"['seriously', 'hurt', 'little', 'know', 'andrew', 'bring', 'back', 'treos']"
Positive,"['thanks', 'rock']"
Negative,"['lol', 'big', 'head', 'wats', 'good', 'u', 'tryna', 'ride', 'lmfao', 'bbq', 'lookin', 'like', 'postpone', 'fucken', 'weather', 'drain', 'pipe']"
Negative,"['seriously', 'start', 'cry', 'watch', 'footage', 'stupid', 'dec']"
Negative,['argh']
Negative,"['hmm', 'well', 'would', 'give', 'cookie', 'dont', 'one', 'either', 'sorry']"
Negative,"['sorry', 'bout', 'luck']"
Negative,"['empire', 'bandsongthing', 'upload', 'site']"
Negative,"['hahaha', 'u', 'girl', 'afford', 'eat', 'time', 'lor', 'fat', 'like', 'congee', 'lunch']"
Positive,"['commeeeee', 'follow', 'stalker']"
Positive,"['welcome', 'twitter']"
Positive,"['yawn', 'im', 'gonna', 'go', 'take', 'nap', 'back']"
Positive,"['miss', 'babe', 'gona', 'see', 'erotica', 'load', 'kiss']"
Negative,"['sister', 'friend', 'jb', 'concert', 'doesnt', 'even', 'like', 'love', 'cant', 'go', 'one']"
Positive,"['thanks', 'muchmuch', 'appreciate']"
Negative,"['oh', 'shame', 'lol']"
Positive,"['dig', 'bx', 'u', 'coollol', 'fall', 'tuff', 'stacy', 'dash', 'vid', 'make', 'perfecto']"
Negative,"['love', 'gaby', 'gaby', 'miss', 'friend']"
Positive,"['hope', 'didnt', 'faint', 'inside', 'pool', 'feed']"
Positive,"['thank', 'al', 'know', 'place', 'always', 'go', 'kawasaki', 'see', 'movie']"
Negative,"['think', 'time', 'might', 'thing', 'really', 'help', 'treat', 'urself', 'def', 'wont', 'hurt']"
Negative,"['hate', 'brain', 'freeze', 'feel', 'like', 'brain', 'freeze', 'durr', 'haha']"
Negative,"['hell', 'fuck', 'ya']"
Negative,"['alone', 'know', 'follow', 'friday', 'either']"
Positive,"['dont', 'mean', 'quoteoplequot', 'quoteaplequot', 'sorry', 'mom', 'teacher']"
Positive,"['alright', 'load', 'fun', 'anyways']"
Negative,"['sigh', 'awake', 'late', 'dont', 'want', 'get', 'study']"
Negative,"['pls', 'reply', 'plss']"
Positive,"['get', 'lovely', 'thing', 'bought', 'cancer', 'schmancer', 'benefit', 'itsa', 'winwin']"
Negative,"['want', 'meet', 'nephew', 'bad']"
Positive,"['also', 'take', 'look', 'like', 'quottipsquot', 'get', 'thanks']"
Negative,"['cece', 'dont', 'wanna', 'give', 'phone', 'back']"
Positive,['cool']
Negative,"['please', 'say', 'something', 'iran', 'ur', 'tweet', 'speech']"
Positive,"['loverly', 'time']"
Positive,"['im', 'sit', 'bulmers', 'pear', 'lad', 'cant', 'beat']"
Negative,"['yes', 'oh', 'do', 'show', 'brazil', 'band', 'like']"
Negative,"['minjolt', 'ah', 'inda', 'dpt', 'di', 'buka', 'arah', 'facebook', 'akukan', 'main', 'game']"
Negative,"['last', 'week', 'myselfff', 'suck', 'mann']"
Positive,['okay']
Negative,"['im', 'sad']"
Positive,"['airport', 'yes']"
Negative,"['well', 'wednesday', 'thursday', 'weeki', 'almost', 'didnt', 'make', 'last', 'week']"
Negative,"['want', 'bandaid', 'cookie', 'lot', 'cooky', 'vodka']"
Negative,"['thats', 'cool', 'im', 'still', 'home', 'nothing', 'today', 'get', 'ready', 'possibly', 'go', 'graham', 'new', 'place', 'say', 'im', 'distract']"
Positive,"['yayyy', 'im', 'glad', 'like']"
Positive,"['great', 'time', 'last', 'night', 'good', 'friend', 'head', 'store', 'early', 'work', 'jewelryeidoscopes']"
Negative,"['menirukan', 'brody', 'dale', 'city', 'city', 'angel', 'seetrnyata', 'suaranya', 'lebih', 'mirip', 'mbah', 'surip']"
Positive,"['agree', 'hopefully', 'well', 'tonight']"
Negative,"['book', 'la', 'bank', 'storycasting', 'shes', 'never', 'come', 'cast']"
Positive,"['many', 'germn', 'rodrguezs', 'result', 'one', 'mean', 'look', 'like', 'profile', 'picture']"
Positive,"['oh', 'good', 'im', 'huge', 'fan', 'musical', 'get', 'guy', 'hate', 'good']"
Positive,"['heard', 'kt', 'tape', 'could', 'great', 'solution', 'knee', 'work', 'tell', 'friend']"
Positive,"['hmm', 'try', 'google']"
Positive,"['nice', 'meet', 'sound', 'like', 'need', 'sit', 'back', 'relax', 'bit', 'take', 'easy']"
Positive,"['actual', 'reception', 'today', 'dinner', 'last', 'night', 'call', 'shenanigan', 'could', 'bad']"
Negative,"['post', 'sad', 'face']"
Positive,"['lt', 'alayellow']"
Negative,"['apparently', 'iphone', 'still', 'like', 'fuck', 'dyslexia', 'dragon']"
Positive,"['tiam', 'recomandat', 'si', 'eu']"
Negative,"['hahahahahhaha', 'dr', 'hibert', 'miss', 'simpson']"
Negative,"['need', 'trophy', 'shelf', 'many', 'top', 'dvd', 'shelf']"
Negative,"['lmfao', 'aww', 'thats', 'unlucky', 'well', 'u', 'well', 'hurry', 'recover', 'vote', 'u', 'go', 'get', 'piss', 'nite', 'moz', 'lol']"
Positive,"['owh', 'owkay', 'thx', 'bunch', 'info']"
Negative,"['he', 'bed', 'sick', 'heavy', 'fever', 'go', 'drs', 'part', 'reason', 'im', 'watch', 'aladdin', 'still', 'havent', 'fed']"
Negative,"['save', 'son', 'fall', 'five', 'stair', 'go', 'bedroom', 'may', 'superwoman', 'im', 'invinsible']"
Negative,['really']
Positive,"['yes', 'taste', 'real', 'good', 'lol', 'okkies']"
Positive,"['lmaoim', 'sure', 'hell', 'fine', 'probably', 'team', 'everything', 'brush', 'teeth', 'tie', 'shoeslol']"
Negative,"['sorry', 'hadnt', 'plan', 'go', 'wout', 'ill', 'go', 'see', 'though', 'think', 'depress', 'pixar', 'movie']"
Positive,"['spongebob', 'life', 'pineapple', 'sea', 'haha']"
Negative,"['hate', 'stupid', 'common', 'name']"
Positive,['client']
Negative,"['quotgrow', 'write', 'musicgrowquot', 'bahahai', 'wish', 'could', 'grow', 'high', 'school', 'musical']"
Negative,['really']
Negative,"['awww', 'pers', 'feel', 'well', 'miss', 'u', 'right']"
Negative,"['quot', 'go', 'take', 'advantage', 'youre', 'herequot', 'give', 'hour', 'day', 'leave', 'house', 'lt', 'parent']"
Negative,"['lol', 'get', 'yo', 'tail', 'wish', 'coulda', 'slept', 'till', 'taco', 'mac']"
Negative,"['omg', 'sound', 'amaze', 'get', 'oreo', 'milk', 'lol']"
Negative,"['still', 'lnd', 'co', 'go', 'funeral', 'yesterday', 'museum', 'visit', 'projectbad', 'time', 'feelin', 'ill', 'u', 'ok']"
Positive,"['woo', 'year', 'congrats', 'boy', 'youve', 'do', 'wonderful', 'job', 'cant', 'wait', 'year', 'time', 'ill']"
Negative,"['u', 'r', 'love', 'well', 'wstupid', 'bos', 'stuff']"
Negative,"['why', 'everybody', 'get', 'sickhope', 'feel', 'well', 'today', 'though']"
Negative,"['yeah', 'develop', 'sattilite', 'one', 'sure', 'reach', 'shore', 'soon', 'enough']"
Negative,"['case', 'thats', 'funny', 'anymore']"
Positive,"['reality', 'bitch', 'know', 'also', 'pretty', 'cool', 'sometimes']"
Negative,"['tell', 'whats', 'go', 'w', 'college', 'hill', 'im', 'miss']"
Negative,"['yes', 'one', 'one', 'bit', 'bad', 'choice', 'word', 'omf', 'comment']"
Positive,"['thanks', 'check', 'download', 'album', 'hope', 'enjoy']"
Negative,"['quot', 'stand', 'one', 'know', 'u', 'wont', 'get', 'use', 'wont', 'get', 'use', 'gonequoti', 'miss', 'home', 'everyone']"
Negative,"['room', 'standby', 'flight', 'gotta', 'hour']"
Positive,"['love', 'love', 'love', 'name', 'beautiful', 'big', 'congrats']"
Positive,"['send', 'u', 'email', 'correct', 'email', 'fix', 'glad', 'join', 'fun']"
Negative,"['hate', 'bad', 'top', 'underneath', 'singlet', 'strap']"
Negative,"['im', 'sorry', 'keep', 'update']"
Positive,"['hey', 'long', 'time', 'talk']"
Negative,"['espncom', 'theyre', 'cite', 'paul', 'hamilton', 'say', 'wgr']"
Negative,"['quotyelp', 'currently', 'maintenancequot', 'much', 'cupcake', 'hunt']"
Negative,"['yeah', 'obviously', 'go', 'head', 'im', 'tire', 'nevermind']"
Negative,"['miss', 'guy', 'think', 'im', 'wear', 'skinny', 'jean', 'cute', 'sweater', 'heel', 'really', 'sure', 'today']"
Positive,"['ill', 'restate', 'good', 'deed', 'lame']"
Positive,"['impress', 'knack', 'handle', 'direct', 'difficult', 'question', 'quotill', 'get', 'back', 'thatquot']"
Positive,"['yescome', 'tell', 'friend', 'tell', 'friend', 'tell', 'friend']"
Negative,"['thats', 'great', 'picture', 'wow', 'really', 'thats', 'sad']"
Positive,"['thank', 'ill', 'update', 'soon']"
Negative,"['bad', 'weather', 'take', 'chitown', 'today']"
Positive,"['quotto', 'waste', 'time', 'recommend', 'google', 'earthquot', 'nothing', 'eat', 'shred', 'wheat', 'via']"
Negative,"['miss', 'new', 'moon', 'trailer']"
Negative,"['write', 'earlier', 'today', 'phone', 'didnt', 'send', 'sorry', 'lack', 'tweet', 'poor', 'lil', 'macbook', 'hospital']"
Negative,"['work', 'day', 'whts', 'goin', 'everyone']"
Positive,"['youre', 'welcome', 'xo']"
Positive,"['middle', 'school', 'dance', 'oh', 'yeah']"
Positive,"['quoteveryday', 'first', 'rest', 'lifequot', 'im', 'soooo', 'tire', 'goodnight', 'xo']"
Negative,"['didnt', 'show', 'either', 'disappointed', 'thought', 'confirm', 'would', 'show', 'proposal']"
Positive,"['sly', 'one', 'aye', 'idea', 'lolbut', 'call', 'corally', 'im', 'grinny', 'xoxo']"
Positive,"['come', 'visit', 'miss', 'much', 'mostly', 'since', 'spent', 'week', 'afb']"
Positive,"['well', 'imdb', 'think', 'anything', 'look', 'bad', 'question']"
Negative,"['youd', 'devoed', 'miss', 'grey', 'tonight', 'apparently', 'go', 'episode', 'year', 'come', 'home']"
Negative,"['solent', 'pedal', 'postpone', 'due', 'force', 'wind', 'coast', 'guard', 'allow', 'u', 'attempt', 'task', 'postponement']"
Negative,"['yeah', 'well', 'turn', 'like', 'pmso', 'yeah', 'guess', 'point']"
Positive,"['quothoh', 'ohoh', 'hook', 'ohoh', 'ohohquot', 'yayyyy', 'kellly', 'rock']"
Negative,"['feel', 'ya', 'cable', 'even', 'yesterday', 'sure', 'hope', 'back', 'miss', 'quite', 'great', 'show', 'record']"
Negative,"['thats', 'awful', 'im', 'happy']"
Negative,"['yeah', 'sound', 'okay', 'whole', 'bunch', 'left']"
Negative,['phailed']
Negative,"['ehm', 'soak', 'ray', 'math', 'geek']"
Positive,"['smitten', 'haha', 'anyway', 'go', 'lal']"
Negative,"['wait', 'mr', 'kennedy', 'release', 'sad', 'day']"
Positive,"['decent', 'spam', 'protection', 'eg']"
Positive,"['cool', 'get', 'go', 'darien', 'lake', 'show', 'day']"
Negative,"['didnt', 'see', 'anything', 'news', 'station']"
Negative,"['pavel', 'tonight', 'lttigersfan', 'gt']"
Negative,['unfollowing']
Negative,"['wife', 'pretty', 'good', 'possibility', 'work', 'italy', 'psyched', 'end', 'fall']"
Negative,"['bought', 'kindle', 'day', 'till', 'get']"
Negative,"['hi', 'chaz', 'love', 'glass', 'dont', 'know', 'kind', 'brand', 'areplease', 'answer', 'picture']"
Negative,"['get', 'sick']"
Positive,"['yes', 'go', 'epic', 'movie']"
Positive,"['quotwe', 'dont', 'talk', 'anymorequot', 'cliff', 'richard']"
Positive,"['im', 'anything', 'enjoy', 'day', 'guess']"
Negative,"['sorry', 'lucy', 'love']"
Negative,"['alright', 'hon', 'im', 'around', 'wanna', 'talk', 'sometime']"
Positive,"['hey', 'amy', 'friend', 'melanie', 'show', 'youtube', 'really', 'good', 'wish', 'luck', 'mileyworld', 'lt']"
Positive,"['nope', 'lmao', 'xx']"
Negative,"['oh', 'seepork', 'roll', 'eh', 'want', 'food', 'cant', 'keep', 'anything', 'bad', 'bein', 'preggers']"
Positive,"['ill', 'get', 'one']"
Positive,"['seo', 'lady', 'idea']"
Negative,"['id', 'take', 'song', 'cant', 'afford', 'amandapalmer', 'live', 'gt']"
Positive,"['fight', 'urge', 'feel', 'discipline']"
Negative,"['rain', 'dc', 'least', 'decisively']"
Negative,"['oh', 'sleep']"
Positive,"['ive', 'enough', 'twitter', 'today', 'im', 'gonna', 'go', 'feel', 'deject', 'reject', 'wow', 'front', 'tv', 'later']"
Positive,"['totally', 'take', 'element', 'flash', 'mob', 'let']"
Positive,"['quess', 'miss', 'ya', 'buddy']"
Negative,"['oh', 'missread', 'message', 'sad']"
Negative,"['yep', 'turn', 'pink', 'briefly', 'slightly', 'burning', 'cool', 'though', 'bit', 'shock', 'back']"
Negative,"['lol', 'freakinggg', 'bad', 'lookse', 'shirt', 'short', 'sandal', 'look', 'like', 'gonna', 'rain', 'outside', 'boo', 'yahoo', 'wearther']"
Negative,"['yeah', 'seven', 'yesterday', 'find', 'two', 'quarter', 'lol', 'today']"
Positive,"['arizonaa', 'visit']"
Negative,"['know', 'right', 'sigh', 'ill', 'get', 'one', 'soon', 'tho']"
Negative,"['send', 'em', 'meyall', 'need', 'closure', 'cause', 'there', 'thing', 'regret', 'quothequot', 'aint', 'closure']"
Positive,['rant']
Negative,"['sorry', 'hear', 'issue', 'mate']"
Negative,"['wish', 'beach']"
Negative,"['im', 'sad', 'ill', 'land', 'kc', 'time', 'arrive', 'britt']"
Negative,"['brendi', 'u', 'rome', 'miley', 'thats', 'awsomeim', 'italianbut', 'dont', 'ticket', 'im', 'sad']"
Negative,"['wow', 'truly', 'top', 'class', 'unfortunately', 'reason', 'wont', 'let', 'install', 'mac']"
Positive,"['bad', 'boy']"
Positive,"['try', 'eat', 'giraffe', 'whole']"
Positive,"['know', 'miss', 'let', 'go', 'night', 'safari', 'get', 'freak', 'animal']"
Positive,"['link', 'work', 'let', 'know']"
Negative,"['quottackvision', 'tvquot', 'finally', 'finish', 'cookin', 'knew', 'would', 'take', 'hour']"
Negative,"['friday', 'never', 'get', 'follower', 'lol']"
Negative,"['lol', 'suprises', 'hard', 'day']"
Positive,"['damn', 'painting', 'hella', 'cool']"
Negative,"['couldnt', 'make', 'friday', 'night', 'however', 'make', 'see', 'time', 'low', 'band', 'play', 'amaze']"
Negative,"['pontevico', 'small', 'town', 'lombardy', 'ohh', 'go', 'italian', 'alp', 'cant', 'remember', 'town', 'though', 'pretty']"
Negative,"['get', 'sad']"
Negative,"['eeeeehhhh', 'didnt', 'see', 'choco', 'chip', 'would', 'trade', 'one', 'half', 'bake']"
Negative,"['need', 'get', 'away', 'know', 'shit', 'stressful', 'amp', 'intense', 'come', 'back', 'tho', 'weather', 'perfect']"
Negative,"['oh', 'sorry', 'hear', 'read', 'blog', 'post', 'see', 'whywhat', 'happen']"
Positive,"['thanks', 'gift', 'card', 'get', 'past', 'weekend', 'happy', 'wednesday']"
Positive,"['morning', 'sweetie']"
Negative,"['depends', 'whether', 'sister', 'borrow', 'money', 'find', 'price', 'well', 'ridiculous']"
Negative,"['still', 'luck', 'someone', 'rent', 'u', 'car']"
Negative,['miss']
Positive,"['thanks', 'dr', 'c']"
Negative,"['loool', 'im', 'get']"
Negative,"['miss', 'gma', 'happy', 'th', 'angel']"
Negative,"['awww', 'poor', 'baby', 'dont', 'forget', 'stretch', 'yes', 'teegeeeyeeffing', 'max', 'right', 'day', 'do', 'yet']"
Positive,"['actually', 'listen', 'songproud']"
Positive,"['seolyk', 'could', 'come', 'help', 'rearrange', 'house', 'lol']"
Negative,"['nice', 'ill', 'wait', 'cut', 'mine', 'like']"
Negative,"['late', 'songwriting', 'attempt', 'sorry', 'low', 'quality']"
Positive,"['ha', 'yeah', 'reminds', 'cute', 'hahaha', 'kid']"
Positive,"['thats', 'shock', 'number', 'u', 'grow', 'unusual', 'name', 'state', 'least', 'everyone', 'call', 'julie']"
Positive,"['tea', 'wet', 'without', 'one', 'remember', 'peter', 'kay', 'n', 'dunk', 'biscuit', 'v', 'v', 'funny', 'x']"
Negative,"['im', 'watch', 'shakespeare', 'love', 'also', 'love', 'breech', 'silk', 'crave', 'joseph', 'see', 'chi']"
Negative,"['consult', 'husband', 'reminds', 'cant', 'make', 'ures', 'moro', 'cro', 'next', 'sun', 'b', 'gr', 'maybe']"
Negative,"['dc', 'lol', 'maaaan']"
Negative,"['people', 'tire', 'get', 'sttepped', 'onyou', 'cant', 'cant', 'tell', 'folk', 'tire']"
Negative,"['lmfao', 'eyebrow', 'bit', 'thick', 'bad', 'look', 'kinda', 'rag', 'still', 'ton', 'well', 'look', 'bc', 'though']"
Positive,"['good', 'morning', 'though', 'still', 'sleep', 'brought', 'u', 'yes', 'maybe', 'sweden', 'last', 'place']"
Positive,"['like', 'logo']"
